user_id,item_id,feature_1,feature_2,feature_3,feature_4,target
103,954,0.5125909252672963,0.7380418050142062,0.7208234895666005,0.37399640622769514,0
436,1303,0.33060080997000185,0.3273455413990166,0.540008352159578,0.08284289848749538,0
861,1275,0.860511486587445,0.8272048000867352,0.8250000290155658,0.003366434071603308,0
271,1334,0.47376015373872027,0.7689840001764066,0.507160590925821,0.9605572239015918,0
107,1744,0.799578644102003,0.2816357933534568,0.540209077901909,0.9961273480262802,1
72,833,0.5806197604823538,0.014307489794234685,0.05176738094206512,0.5555029515318131,0
701,140,0.773090141617112,0.1181626385339496,0.6685228650359667,0.2389558499454839,0
21,792,0.33267298653032384,0.8773061903120576,0.27313987560505004,0.9110990368086574,0
615,546,0.8314166219303112,0.8365630353048717,0.01969392217882049,0.9230365970761066,0
122,1845,0.2745723155510216,0.29520900087836244,0.06643716250603005,0.8545088911707059,0
467,1017,0.5460988080032908,0.2851954262844204,0.9572856089660257,0.5443699845673821,1
215,1928,0.21400711317387422,0.7928649871024711,0.34607728957984696,0.07470216089602744,0
331,1554,0.47552652162619335,0.9377374698954221,0.868075628621159,0.08843892753679783,0
459,57,0.31817520950870315,0.7791372567975999,0.9596772340692559,0.8966197877126552,1
88,112,0.26670343063721424,0.6055786770307615,0.9432671888373227,0.8758268474572294,0
373,5,0.9669850180280375,0.24267135033180454,0.8817252406994202,0.4343972491812177,1
100,1434,0.16007410548673062,0.5257479140952607,0.8948439124613009,0.3281546194764253,1
872,1438,0.7873258374573953,0.23351185859326462,0.2890080443409515,0.6441239201441021,1
664,1206,0.9841649594832149,0.8080114200967736,0.1514698902603583,0.8069879482555249,0
131,1037,0.01990148374007783,0.3869610795177373,0.6392625620879236,0.731684942051821,0
662,1363,0.699027414042095,0.8336972169940262,0.48810559186882385,0.6156029380507063,1
309,1821,0.2529118055562871,0.3816092179827253,0.09874671869517104,0.2315110444448314,1
770,1283,0.040487824328304445,0.8241494051998913,0.6775413160224109,0.26250486922071514,0
344,90,0.4028895789566308,0.33331781516524195,0.5628600074847734,0.7240674813977017,0
492,616,0.935217810170875,0.44013270461766985,0.8630674008104391,0.8026198524510311,1
414,891,0.011765094366997686,0.6154884193426575,0.6091837956883986,0.11613518809958989,1
806,698,0.5878856919297817,0.07028761402991868,0.5739461797217537,0.18729704771130606,0
386,1274,0.5013964785953243,0.9482070618154644,0.4407517233326279,0.6804702621773714,1
192,1279,0.8733841643710475,0.5736057861238032,0.4627870698888703,0.38898658747140114,1
956,1612,0.08400171452062566,0.5078200146908023,0.9543812269791161,0.5632928672710307,1
277,898,0.6815260298866503,0.8393939711199121,0.13844600940023932,0.6148149526556361,1
161,971,0.6801096984332773,0.8657627298968276,0.44621881858218715,0.7762034672673319,1
460,1132,0.6690800168622832,0.522260404529016,0.6558272339268428,0.8057169507169075,0
314,668,0.942334494935037,0.9272623257936373,0.4330106455903996,0.2800962452614565,0
22,594,0.8230875290068804,0.06473776607648063,0.28321562704075776,0.5412967289221713,0
253,589,0.04197272624350601,0.11322579225121754,0.28735737076285484,0.12352393862188027,0
